t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,notebook_mara,pen_mara,mug_mara,water_bottle_mara,glasses_mara,jacket_mara,umbrella_mara,laptop_leo,phone_leo,keys_leo,wallet_leo,backpack_leo,headphones_leo,gaming_controller_leo,charger_leo,mug_leo,bowl_leo,jacket_leo,notebook_leo,phone_sofia,keys_sofia,wallet_sofia,backpack_sofia,lunchbox_sofia,water_bottle_sofia,charger_sofia,jacket_sofia,hairbrush_sofia,makeup_kit_sofia,medication_bottle_sofia,book_sofia,remote_1,blanket_1,plate_1,plate_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1
22800,d15 Tue 20:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22860,d15 Tue 21:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22920,d15 Tue 22:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
22980,d15 Tue 23:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23040,d16 Wed 00:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23100,d16 Wed 01:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23160,d16 Wed 02:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23220,d16 Wed 03:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23280,d16 Wed 04:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23340,d16 Wed 05:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23400,d16 Wed 06:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23460,d16 Wed 07:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23520,d16 Wed 08:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,living,entry,entry,living,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,entry,entry,bedroom_3,kitchen,bathroom,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23580,d16 Wed 09:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,living,entry,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23640,d16 Wed 10:00,bedroom_1,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23700,d16 Wed 11:00,kitchen,bedroom_1,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23760,d16 Wed 12:00,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23820,d16 Wed 13:00,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,living,entry,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23880,d16 Wed 14:00,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,living,entry,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
23940,d16 Wed 15:00,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,living,entry,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,kitchen,kitchen,outside,outside,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24000,d16 Wed 16:00,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,bedroom_3,kitchen,kitchen,living,entry,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24060,d16 Wed 17:00,kitchen,bedroom_1,entry,kitchen,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24120,d16 Wed 18:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24180,d16 Wed 19:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24240,d16 Wed 20:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24300,d16 Wed 21:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24360,d16 Wed 22:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24420,d16 Wed 23:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24480,d17 Thu 00:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24540,d17 Thu 01:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24600,d17 Thu 02:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24660,d17 Thu 03:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24720,d17 Thu 04:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24780,d17 Thu 05:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24840,d17 Thu 06:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24900,d17 Thu 07:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,living,living,living,kitchen,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
24960,d17 Thu 08:00,kitchen,bedroom_1,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,outside,outside,living,outside,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25020,d17 Thu 09:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,living,outside,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25080,d17 Thu 10:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,living,outside,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25140,d17 Thu 11:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,living,outside,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25200,d17 Thu 12:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,living,outside,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25260,d17 Thu 13:00,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,living,outside,living,kitchen,living,kitchen,living,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25320,d17 Thu 14:00,outside,outside,outside,outside,outside,outside,bedroom_3,kitchen,outside,bedroom_1,entry,entry,living,outside,outside,living,outside,living,kitchen,living,kitchen,living,entry,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25380,d17 Thu 15:00,outside,outside,outside,outside,outside,outside,bedroom_3,kitchen,outside,bedroom_1,entry,entry,living,kitchen,kitchen,living,kitchen,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25440,d17 Thu 16:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,entry,living,kitchen,kitchen,living,kitchen,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25500,d17 Thu 17:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,living,entry,entry,living,kitchen,kitchen,living,kitchen,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,living,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25560,d17 Thu 18:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,living,kitchen,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25620,d17 Thu 19:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,living,kitchen,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25680,d17 Thu 20:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bathroom,entry,entry,living,living,kitchen,living,kitchen,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25740,d17 Thu 21:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,living,kitchen,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25800,d17 Thu 22:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,living,kitchen,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25860,d17 Thu 23:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,living,kitchen,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25920,d18 Fri 00:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,living,kitchen,living,living,living,kitchen,living,entry,living,outside,outside,outside,outside,outside,kitchen,bedroom_3,outside,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
25980,d18 Fri 01:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,living,kitchen,living,living,living,kitchen,bathroom,entry,living,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
26040,d18 Fri 02:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,living,kitchen,living,living,living,kitchen,bathroom,entry,living,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
26100,d18 Fri 03:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,living,kitchen,living,living,living,kitchen,bathroom,entry,living,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
26160,d18 Fri 04:00,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_1,entry,entry,living,living,kitchen,living,kitchen,living,living,living,kitchen,bathroom,entry,living,bedroom_3,bedroom_3,bedroom_3,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_3,bedroom_3,bedroom_3,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry
