t,stamp,phone_marie,keys_marie,wallet_marie,laptop_marie,backpack_marie,lunchbox_marie,water_bottle_marie,jacket_marie,headphones_marie,glasses_marie,charger_marie,notebook_marie,pen_marie,book_marie,mug_marie,bowl_marie,plate_marie,pot_shared_1,pan_shared_1,remote_shared_1,blanket_marie,towel_marie,laundry_basket_marie,medication_bottle_marie,hairbrush_marie,makeup_kit_marie,umbrella_marie,suitcase_marie,watering_can_marie,yoga_mat_marie
35100,d24 Thu 09:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
35160,d24 Thu 10:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
35220,d24 Thu 11:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
35280,d24 Thu 12:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
35340,d24 Thu 13:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
35400,d24 Thu 14:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
35460,d24 Thu 15:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
35520,d24 Thu 16:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom,kitchen,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,entry,bedroom,kitchen,living
35580,d24 Thu 17:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
35640,d24 Thu 18:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
35700,d24 Thu 19:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
35760,d24 Thu 20:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
35820,d24 Thu 21:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
35880,d24 Thu 22:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
35940,d24 Thu 23:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
36000,d25 Fri 00:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
36060,d25 Fri 01:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
36120,d25 Fri 02:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
36180,d25 Fri 03:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
36240,d25 Fri 04:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
36300,d25 Fri 05:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,bedroom,outside,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
36360,d25 Fri 06:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36420,d25 Fri 07:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36480,d25 Fri 08:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36540,d25 Fri 09:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36600,d25 Fri 10:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36660,d25 Fri 11:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36720,d25 Fri 12:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36780,d25 Fri 13:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36840,d25 Fri 14:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36900,d25 Fri 15:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
36960,d25 Fri 16:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
37020,d25 Fri 17:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
37080,d25 Fri 18:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
37140,d25 Fri 19:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
37200,d25 Fri 20:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
37260,d25 Fri 21:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
37320,d25 Fri 22:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
37380,d25 Fri 23:00,bedroom,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
37440,d26 Sat 00:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
37500,d26 Sat 01:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
37560,d26 Sat 02:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
37620,d26 Sat 03:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
37680,d26 Sat 04:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
37740,d26 Sat 05:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
37800,d26 Sat 06:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,outside,outside,outside,kitchen,outside
37860,d26 Sat 07:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,kitchen,bathroom,bathroom,entry,bedroom,kitchen,living
37920,d26 Sat 08:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
37980,d26 Sat 09:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38040,d26 Sat 10:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38100,d26 Sat 11:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38160,d26 Sat 12:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38220,d26 Sat 13:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38280,d26 Sat 14:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38340,d26 Sat 15:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38400,d26 Sat 16:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38460,d26 Sat 17:00,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38520,d26 Sat 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bedroom,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38580,d26 Sat 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,entry,bedroom,kitchen,living
38640,d26 Sat 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
38700,d26 Sat 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
38760,d26 Sat 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,kitchen,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
38820,d26 Sat 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bathroom,bedroom,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bathroom,bathroom,kitchen,bedroom,kitchen,living
38880,d27 Sun 00:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
38940,d27 Sun 01:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
39000,d27 Sun 02:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
39060,d27 Sun 03:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
39120,d27 Sun 04:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
39180,d27 Sun 05:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
39240,d27 Sun 06:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
39300,d27 Sun 07:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
39360,d27 Sun 08:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bedroom,bathroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
39420,d27 Sun 09:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,bedroom,bedroom,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,kitchen,bedroom,kitchen,living
39480,d27 Sun 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,bedroom,outside,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,outside,outside,outside,kitchen,outside
39540,d27 Sun 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom,bedroom,outside,bedroom,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,outside,outside,outside,kitchen,outside
39600,d27 Sun 12:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
39660,d27 Sun 13:00,bedroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,bedroom,bedroom,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
39720,d27 Sun 14:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
39780,d27 Sun 15:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
39840,d27 Sun 16:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,bathroom,entry,bedroom,kitchen,living
39900,d27 Sun 17:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living
39960,d27 Sun 18:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bedroom,bedroom,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living
40020,d27 Sun 19:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living
40080,d27 Sun 20:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living
40140,d27 Sun 21:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living
40200,d27 Sun 22:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,kitchen,kitchen,kitchen,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bedroom,bedroom,kitchen,entry,bedroom,kitchen,living
40260,d27 Sun 23:00,bedroom,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,bathroom,kitchen,bathroom,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom,bedroom,bathroom,bathroom,kitchen,entry,bedroom,kitchen,living
