t,stamp,phone_marisol,keys_marisol,wallet_marisol,laptop_marisol,mug_marisol,water_bottle_marisol,jacket_marisol,book_marisol,glasses_marisol,medication_bottle_marisol,hairbrush_marisol,yoga_mat_marisol,phone_nia,backpack_nia,tablet_nia,notebook_nia,headphones_nia,water_bottle_nia,lunchbox_nia,blanket_nia,phone_tessa,keys_tessa,wallet_tessa,backpack_tessa,laptop_tessa,charger_tessa,water_bottle_tessa,jacket_tessa,towel_tessa,makeup_kit_tessa,remote_1,gaming_controller_1,laundry_basket_1,vacuum_cleaner_1,pot_1,pan_1,umbrella_1
23940,d16 Wed 15:00,entry,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,outside,outside,kitchen,kitchen,bedroom_2,outside,outside,living,outside,outside,outside,outside,kitchen,bedroom_2,outside,outside,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24000,d16 Wed 16:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_2,entry,kitchen,kitchen,entry
24060,d16 Wed 17:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bedroom_2,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24120,d16 Wed 18:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bedroom_2,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24180,d16 Wed 19:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,kitchen,bedroom_2,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bedroom_2,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24240,d16 Wed 20:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,living,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bedroom_2,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24300,d16 Wed 21:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24360,d16 Wed 22:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24420,d16 Wed 23:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24480,d17 Thu 00:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24540,d17 Thu 01:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24600,d17 Thu 02:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24660,d17 Thu 03:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24720,d17 Thu 04:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24780,d17 Thu 05:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,kitchen,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24840,d17 Thu 06:00,kitchen,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,kitchen,bedroom_1,living,kitchen,kitchen,bedroom_2,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bedroom_1,bedroom_2,living,living,bedroom_1,entry,kitchen,kitchen,entry
24900,d17 Thu 07:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,bedroom_2,living,bathroom,kitchen,living,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bedroom_1,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
24960,d17 Thu 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,bedroom_2,living,bathroom,kitchen,living,outside,bedroom_2,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_1,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
25020,d17 Thu 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,kitchen,bedroom_2,living,bathroom,kitchen,living,outside,bedroom_2,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_1,bathroom,living,living,bedroom_1,entry,kitchen,kitchen,entry
25080,d17 Thu 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,bedroom_2,living,outside,outside,living,outside,bedroom_2,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25140,d17 Thu 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,bedroom_2,living,outside,outside,living,outside,bedroom_2,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25200,d17 Thu 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,bedroom_2,living,outside,outside,living,outside,bedroom_2,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25260,d17 Thu 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,bedroom_2,living,outside,outside,living,outside,bedroom_2,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25320,d17 Thu 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,bedroom_2,living,outside,outside,living,outside,bedroom_2,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25380,d17 Thu 15:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,kitchen,bedroom_2,living,outside,outside,living,outside,bedroom_2,outside,outside,bedroom_2,kitchen,outside,outside,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25440,d17 Thu 16:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25500,d17 Thu 17:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25560,d17 Thu 18:00,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,kitchen,kitchen,kitchen,bedroom_2,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25620,d17 Thu 19:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25680,d17 Thu 20:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bedroom_1,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,entry
25740,d17 Thu 21:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
25800,d17 Thu 22:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
25860,d17 Thu 23:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
25920,d18 Fri 00:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
25980,d18 Fri 01:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
26040,d18 Fri 02:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
26100,d18 Fri 03:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
26160,d18 Fri 04:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
26220,d18 Fri 05:00,entry,entry,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
26280,d18 Fri 06:00,bathroom,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
26340,d18 Fri 07:00,bathroom,entry,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
26400,d18 Fri 08:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
26460,d18 Fri 09:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,kitchen,living,living,bathroom,entry,kitchen,kitchen,entry
26520,d18 Fri 10:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
26580,d18 Fri 11:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
26640,d18 Fri 12:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
26700,d18 Fri 13:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
26760,d18 Fri 14:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
26820,d18 Fri 15:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,outside,outside,bedroom_2,kitchen,living,outside,outside,living,outside,outside,outside,outside,bedroom_2,kitchen,outside,outside,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
26880,d18 Fri 16:00,outside,outside,outside,bedroom_1,kitchen,outside,outside,bedroom_1,outside,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
26940,d18 Fri 17:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27000,d18 Fri 18:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27060,d18 Fri 19:00,bedroom_1,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,living,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27120,d18 Fri 20:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27180,d18 Fri 21:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27240,d18 Fri 22:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27300,d18 Fri 23:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_2,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27360,d19 Sat 00:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27420,d19 Sat 01:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27480,d19 Sat 02:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27540,d19 Sat 03:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27600,d19 Sat 04:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27660,d19 Sat 05:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27720,d19 Sat 06:00,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
27780,d19 Sat 07:00,kitchen,entry,kitchen,bedroom_1,kitchen,bathroom,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_1,living,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,kitchen,living,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,entry,bathroom,bathroom,living,living,bathroom,entry,kitchen,kitchen,entry
