t,stamp,mug_marian,mug_theo,bowl_shared_1,plate_shared_1,laptop_marian,phone_marian,phone_theo,tablet_theo,keys_marian,keys_theo,wallet_marian,wallet_theo,book_marian,book_theo,water_bottle_marian,water_bottle_theo,remote_shared_1,charger_marian,charger_theo,backpack_marian,backpack_theo,jacket_marian,jacket_theo,glasses_marian,glasses_theo,notebook_marian,notebook_theo,pen_marian,medication_bottle_marian,medication_bottle_theo,blanket_marian,blanket_theo,towel_shared_1,umbrella_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,watering_can_marian,yoga_mat_theo
24900,d17 Thu 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
24960,d17 Thu 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,entry,kitchen,living,kitchen,kitchen,entry,living,kitchen,living,entry,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25020,d17 Thu 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,entry,outside,entry,outside,living,kitchen,kitchen,outside,living,kitchen,living,entry,outside,entry,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,outside
25080,d17 Thu 10:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,living,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,outside
25140,d17 Thu 11:00,kitchen,kitchen,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,living,kitchen,living,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,outside,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,outside
25200,d17 Thu 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25260,d17 Thu 13:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25320,d17 Thu 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25380,d17 Thu 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,living,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25440,d17 Thu 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25500,d17 Thu 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25560,d17 Thu 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25620,d17 Thu 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25680,d17 Thu 20:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25740,d17 Thu 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25800,d17 Thu 22:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25860,d17 Thu 23:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25920,d18 Fri 00:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
25980,d18 Fri 01:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26040,d18 Fri 02:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26100,d18 Fri 03:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26160,d18 Fri 04:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26220,d18 Fri 05:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26280,d18 Fri 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,living,entry,entry,living,kitchen,living,entry,kitchen,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26340,d18 Fri 07:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,living,entry,entry,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bedroom_2,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26400,d18 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,entry,entry,living,kitchen,entry,entry,living,kitchen,living,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26460,d18 Fri 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,outside,outside,entry,outside,entry,outside,living,kitchen,entry,outside,living,kitchen,living,entry,outside,entry,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,outside
26520,d18 Fri 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,entry,kitchen,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26580,d18 Fri 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26640,d18 Fri 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,entry,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,kitchen,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26700,d18 Fri 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,entry,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26760,d18 Fri 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,living,living,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26820,d18 Fri 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,kitchen,kitchen,living,living,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26880,d18 Fri 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,bedroom_2,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
26940,d18 Fri 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27000,d18 Fri 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27060,d18 Fri 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27120,d18 Fri 20:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27180,d18 Fri 21:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27240,d18 Fri 22:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27300,d18 Fri 23:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27360,d19 Sat 00:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27420,d19 Sat 01:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27480,d19 Sat 02:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27540,d19 Sat 03:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27600,d19 Sat 04:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27660,d19 Sat 05:00,living,living,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27720,d19 Sat 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,entry,kitchen,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27780,d19 Sat 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27840,d19 Sat 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27900,d19 Sat 09:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
27960,d19 Sat 10:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28020,d19 Sat 11:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,entry,kitchen,living,kitchen,living,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28080,d19 Sat 12:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28140,d19 Sat 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,entry,entry,entry,entry,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28200,d19 Sat 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,entry,entry,living,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28260,d19 Sat 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28320,d19 Sat 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,entry,entry,living,living,kitchen,entry,kitchen,living,kitchen,living,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28380,d19 Sat 17:00,kitchen,kitchen,kitchen,kitchen,outside,outside,entry,living,outside,entry,outside,living,kitchen,kitchen,outside,kitchen,living,kitchen,kitchen,outside,entry,outside,entry,kitchen,kitchen,kitchen,kitchen,outside,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28440,d19 Sat 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,entry,kitchen,entry,entry,kitchen,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28500,d19 Sat 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,living,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28560,d19 Sat 20:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,entry,entry,kitchen,living,entry,kitchen,living,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
28620,d19 Sat 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,entry,entry,living,living,entry,kitchen,living,kitchen,kitchen,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,kitchen,entry,kitchen,entry,kitchen,kitchen,kitchen,living
