t,stamp,mug_nikhil,laptop_nikhil,phone_nikhil,keys_nikhil,wallet_nikhil,backpack_nikhil,charger_nikhil,notebook_nikhil,glasses_nikhil,jacket_nikhil,mug_marisol,laptop_marisol,phone_marisol,keys_marisol,wallet_marisol,backpack_marisol,water_bottle_marisol,book_marisol,glasses_marisol,makeup_kit_marisol,hairbrush_marisol,phone_tessa,keys_tessa,backpack_tessa,laptop_tessa,charger_tessa,headphones_tessa,water_bottle_tessa,notebook_tessa,pen_tessa,book_tessa,gaming_controller_tessa,phone_owen,backpack_owen,lunchbox_owen,water_bottle_owen,tablet_owen,blanket_owen,toy_owen,notebook_owen,pen_owen,jacket_owen,gaming_controller_owen,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,towel_shared_1,yoga_mat_shared_1
20460,d14 Mon 05:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,living,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bathroom,living
20520,d14 Mon 06:00,kitchen,bedroom_1,entry,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,kitchen,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,entry,kitchen,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bathroom,living
20580,d14 Mon 07:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,living,bedroom_3,bathroom,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,entry,kitchen,bedroom_3,entry,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,entry,entry,bathroom,living
20640,d14 Mon 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
20700,d14 Mon 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
20760,d14 Mon 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
20820,d14 Mon 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
20880,d14 Mon 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
20940,d14 Mon 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
21000,d14 Mon 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
21060,d14 Mon 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
21120,d14 Mon 16:00,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,living,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
21180,d14 Mon 17:00,kitchen,bedroom_1,entry,entry,entry,entry,bedroom_1,kitchen,bedroom_1,entry,kitchen,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,living
21240,d14 Mon 18:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21300,d14 Mon 19:00,kitchen,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21360,d14 Mon 20:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bathroom,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21420,d14 Mon 21:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bathroom,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21480,d14 Mon 22:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,bathroom,bedroom_2,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21540,d14 Mon 23:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,living,bathroom,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21600,d15 Tue 00:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21660,d15 Tue 01:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21720,d15 Tue 02:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21780,d15 Tue 03:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21840,d15 Tue 04:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21900,d15 Tue 05:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
21960,d15 Tue 06:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bedroom_1,bathroom,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,kitchen,bedroom_2,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_3,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
22020,d15 Tue 07:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,entry,bedroom_1,entry,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,kitchen,entry,entry,entry,kitchen,bedroom_3,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,living
22080,d15 Tue 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,kitchen,entry,entry,entry,kitchen,bedroom_3,entry,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,kitchen
22140,d15 Tue 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,kitchen
22200,d15 Tue 10:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,kitchen
22260,d15 Tue 11:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,kitchen
22320,d15 Tue 12:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,kitchen
22380,d15 Tue 13:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,bedroom_1,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,kitchen
22440,d15 Tue 14:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,kitchen,outside,outside,bedroom_1,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,outside,outside,outside,outside,outside,bedroom_3,living,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,kitchen,bathroom,kitchen
22500,d15 Tue 15:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,outside,entry,outside,outside,bedroom_1,outside,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,living,kitchen,entry,kitchen,kitchen,kitchen,bedroom_3,living,bedroom_3,bedroom_3,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
22560,d15 Tue 16:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,outside,outside,outside,outside,entry,outside,outside,bedroom_1,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,living,kitchen,bedroom_3,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
22620,d15 Tue 17:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,outside,outside,outside,outside,entry,outside,outside,bedroom_1,outside,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
22680,d15 Tue 18:00,kitchen,bedroom_1,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,bedroom_2,bedroom_2,bedroom_2,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,living,kitchen,bedroom_3,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
22740,d15 Tue 19:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bedroom_2,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
22800,d15 Tue 20:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bedroom_2,bathroom,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bathroom,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
22860,d15 Tue 21:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,bathroom,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bathroom,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
22920,d15 Tue 22:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bedroom_1,bathroom,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bathroom,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,living,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
22980,d15 Tue 23:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bathroom,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,bathroom,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
23040,d16 Wed 00:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
23100,d16 Wed 01:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
23160,d16 Wed 02:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
23220,d16 Wed 03:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
23280,d16 Wed 04:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bathroom,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
23340,d16 Wed 05:00,kitchen,bedroom_1,kitchen,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,entry,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,bathroom,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_2,living,living,kitchen,entry,kitchen,kitchen,living,bedroom_3,kitchen,bedroom_3,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_2,entry,entry,bathroom,kitchen
