t,stamp,mug_marie,mug_1,bowl_marie,plate_1,laptop_marie,phone_marie,tablet_marie,keys_marie,wallet_marie,book_marie,book_1,water_bottle_marie,remote_marie,charger_marie,backpack_marie,jacket_marie,glasses_marie,notebook_marie,pen_marie,medication_bottle_marie,blanket_marie,towel_marie,gaming_controller_marie,umbrella_marie,laundry_basket_marie,vacuum_cleaner_1,pot_1,pan_1,suitcase_marie,watering_can_marie
36060,d25 Fri 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36120,d25 Fri 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36180,d25 Fri 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36240,d25 Fri 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36300,d25 Fri 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,bathroom,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36360,d25 Fri 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,living,bathroom,living,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36420,d25 Fri 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36480,d25 Fri 08:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,bedroom,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36540,d25 Fri 09:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36600,d25 Fri 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36660,d25 Fri 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36720,d25 Fri 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,bedroom,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36780,d25 Fri 13:00,living,kitchen,kitchen,kitchen,outside,outside,living,outside,outside,outside,living,outside,living,outside,outside,outside,living,outside,outside,kitchen,living,bathroom,kitchen,outside,bedroom,entry,kitchen,kitchen,outside,entry
36840,d25 Fri 14:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36900,d25 Fri 15:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
36960,d25 Fri 16:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37020,d25 Fri 17:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37080,d25 Fri 18:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37140,d25 Fri 19:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37200,d25 Fri 20:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37260,d25 Fri 21:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37320,d25 Fri 22:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37380,d25 Fri 23:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37440,d26 Sat 00:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37500,d26 Sat 01:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37560,d26 Sat 02:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37620,d26 Sat 03:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37680,d26 Sat 04:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37740,d26 Sat 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37800,d26 Sat 06:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37860,d26 Sat 07:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,bedroom,living,living,kitchen,living,kitchen,kitchen,entry,living,living,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37920,d26 Sat 08:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
37980,d26 Sat 09:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38040,d26 Sat 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38100,d26 Sat 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38160,d26 Sat 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38220,d26 Sat 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38280,d26 Sat 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,bedroom,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38340,d26 Sat 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38400,d26 Sat 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38460,d26 Sat 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38520,d26 Sat 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38580,d26 Sat 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38640,d26 Sat 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38700,d26 Sat 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38760,d26 Sat 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38820,d26 Sat 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38880,d27 Sun 00:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
38940,d27 Sun 01:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
39000,d27 Sun 02:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
39060,d27 Sun 03:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
39120,d27 Sun 04:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
39180,d27 Sun 05:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
39240,d27 Sun 06:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,bedroom,kitchen,kitchen,bathroom,living,bathroom,kitchen,entry,bedroom,entry,kitchen,kitchen,bedroom,entry
39300,d27 Sun 07:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,kitchen,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39360,d27 Sun 08:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39420,d27 Sun 09:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,entry,living,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39480,d27 Sun 10:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39540,d27 Sun 11:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bedroom,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39600,d27 Sun 12:00,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39660,d27 Sun 13:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,kitchen,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39720,d27 Sun 14:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39780,d27 Sun 15:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39840,d27 Sun 16:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39900,d27 Sun 17:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
39960,d27 Sun 18:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
40020,d27 Sun 19:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
40080,d27 Sun 20:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
40140,d27 Sun 21:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
40200,d27 Sun 22:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
40260,d27 Sun 23:00,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,living,kitchen,living,kitchen,kitchen,entry,kitchen,kitchen,bedroom,bathroom,living,bathroom,living,entry,kitchen,entry,kitchen,kitchen,bedroom,kitchen
