t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,mug_mara,water_bottle_mara,headphones_mara,notebook_mara,pen_mara,book_mara,charger_mara,backpack_mara,jacket_mara,glasses_mara,yoga_mat_mara,laptop_leon,phone_leon,keys_leon,wallet_leon,tablet_leon,headphones_leon,notebook_leon,pen_leon,water_bottle_leon,backpack_leon,jacket_leon,gaming_controller_leon,mug_shared_1,bowl_shared_1,plate_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,blanket_shared_1,towel_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,watering_can_shared_1,umbrella_shared_1
24960,d17 Thu 08:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25020,d17 Thu 09:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25080,d17 Thu 10:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25140,d17 Thu 11:00,bedroom_2,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25200,d17 Thu 12:00,bedroom_2,kitchen,entry,entry,bedroom_2,kitchen,kitchen,kitchen,bedroom_2,bedroom_1,kitchen,entry,bedroom_2,kitchen,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25260,d17 Thu 13:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25320,d17 Thu 14:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25380,d17 Thu 15:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_1,living,entry,living,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,living,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25440,d17 Thu 16:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25500,d17 Thu 17:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,living,entry,kitchen,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,bedroom_1,kitchen,bedroom_1,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25560,d17 Thu 18:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,bedroom_2,bedroom_1,bedroom_2,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
25620,d17 Thu 19:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
25680,d17 Thu 20:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_2,entry,bedroom_1,bathroom,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,entry
25740,d17 Thu 21:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25800,d17 Thu 22:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25860,d17 Thu 23:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25920,d18 Fri 00:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
25980,d18 Fri 01:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26040,d18 Fri 02:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26100,d18 Fri 03:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26160,d18 Fri 04:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26220,d18 Fri 05:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26280,d18 Fri 06:00,bedroom_2,kitchen,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26340,d18 Fri 07:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26400,d18 Fri 08:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26460,d18 Fri 09:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26520,d18 Fri 10:00,bedroom_2,kitchen,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26580,d18 Fri 11:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26640,d18 Fri 12:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_2,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,entry
26700,d18 Fri 13:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,living,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
26760,d18 Fri 14:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,bedroom_1,entry,bedroom_2,bedroom_1,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
26820,d18 Fri 15:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,living,entry,kitchen,bedroom_2,bedroom_2,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
26880,d18 Fri 16:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,bedroom_2,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
26940,d18 Fri 17:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
27000,d18 Fri 18:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
27060,d18 Fri 19:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bathroom,bathroom,entry,kitchen,kitchen
27120,d18 Fri 20:00,bedroom_2,bedroom_2,entry,entry,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,living,bedroom_2,bedroom_2,kitchen,kitchen,entry,entry,living,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27180,d18 Fri 21:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27240,d18 Fri 22:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27300,d18 Fri 23:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27360,d19 Sat 00:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27420,d19 Sat 01:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27480,d19 Sat 02:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27540,d19 Sat 03:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27600,d19 Sat 04:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27660,d19 Sat 05:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27720,d19 Sat 06:00,bedroom_2,bedroom_2,entry,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,entry,bedroom_1,bedroom_1,bedroom_2,kitchen,kitchen,entry,entry,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27780,d19 Sat 07:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,bathroom,entry,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27840,d19 Sat 08:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,living,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27900,d19 Sat 09:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,bedroom_2,living,living,living,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bathroom,bathroom,entry,kitchen,kitchen
27960,d19 Sat 10:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,entry,entry,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28020,d19 Sat 11:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28080,d19 Sat 12:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28140,d19 Sat 13:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,kitchen,entry,bedroom_1,bedroom_2,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28200,d19 Sat 14:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,living,entry,bedroom_1,bedroom_2,bedroom_1,entry,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,living,bedroom_1,bedroom_1,entry,kitchen,kitchen
28260,d19 Sat 15:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,bedroom_2,kitchen,bedroom_1,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28320,d19 Sat 16:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,living,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28380,d19 Sat 17:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28440,d19 Sat 18:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bathroom,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28500,d19 Sat 19:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bathroom,entry,bathroom,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28560,d19 Sat 20:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28620,d19 Sat 21:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28680,d19 Sat 22:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28740,d19 Sat 23:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28800,d20 Sun 00:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28860,d20 Sun 01:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
28920,d20 Sun 02:00,bedroom_2,entry,entry,entry,bedroom_2,bedroom_2,bedroom_2,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1,bedroom_2,bedroom_1,kitchen,kitchen,entry,bedroom_1,bedroom_1,kitchen,bedroom_1,kitchen,entry,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,kitchen,kitchen
