t,stamp,mug_1,mug_2,mug_3,mug_4,laptop_1,laptop_2,phone_1,phone_2,phone_3,phone_4,keys_1,keys_2,book_1,book_2,book_3,book_4,water_bottle_1,water_bottle_2,water_bottle_3,water_bottle_4,remote_1,charger_1,charger_2,backpack_1,backpack_2,jacket_1,jacket_2,jacket_3,jacket_4,headphones_1,headphones_2,glasses_1,glasses_2,notebook_1,notebook_2,notebook_3,notebook_4,pen_1,pen_2,pen_3
26520,d18 Fri 10:00,kitchen,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,outside,bedroom_2,entry,entry,bedroom_1,living,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,kitchen,outside,living,bedroom_1,kitchen,outside
26580,d18 Fri 11:00,kitchen,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,outside,bedroom_2,entry,entry,bedroom_1,living,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,kitchen,outside,living,bedroom_1,kitchen,outside
26640,d18 Fri 12:00,kitchen,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,outside,bedroom_2,entry,entry,bedroom_1,living,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,kitchen,outside,living,bedroom_1,kitchen,outside
26700,d18 Fri 13:00,kitchen,living,entry,kitchen,bedroom_1,kitchen,bedroom_1,kitchen,outside,bedroom_2,entry,entry,bedroom_1,living,outside,living,bedroom_1,kitchen,outside,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,kitchen,outside,living,bedroom_1,kitchen,outside
26760,d18 Fri 14:00,kitchen,living,kitchen,living,bedroom_1,kitchen,bedroom_1,kitchen,outside,living,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,kitchen,kitchen,living,bedroom_1,kitchen,kitchen
26820,d18 Fri 15:00,kitchen,living,kitchen,living,bedroom_1,kitchen,bedroom_1,kitchen,outside,living,entry,entry,bedroom_1,living,kitchen,living,bedroom_1,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,living,living,kitchen,living,bedroom_1,kitchen,kitchen,living,bedroom_1,kitchen,kitchen
26880,d18 Fri 16:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,living,entry,entry,bedroom_1,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,kitchen,living,bedroom_1,bedroom_2,kitchen
26940,d18 Fri 17:00,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,living,entry,entry,bedroom_1,bedroom_2,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,living,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,kitchen,living,bedroom_1,bedroom_2,kitchen
27000,d18 Fri 18:00,kitchen,living,kitchen,living,bedroom_1,living,bedroom_1,living,bedroom_3,living,entry,entry,bedroom_1,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,living,kitchen
27060,d18 Fri 19:00,kitchen,living,kitchen,living,bedroom_1,living,bedroom_1,living,bedroom_3,living,entry,entry,bedroom_1,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,living,kitchen
27120,d18 Fri 20:00,kitchen,living,kitchen,living,bedroom_1,living,bedroom_1,living,bedroom_3,living,entry,entry,bedroom_1,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,living,kitchen
27180,d18 Fri 21:00,kitchen,living,kitchen,living,bedroom_1,living,bedroom_1,living,bedroom_3,living,entry,entry,bedroom_1,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,living,kitchen
27240,d18 Fri 22:00,kitchen,living,kitchen,living,bedroom_1,living,bedroom_1,living,bedroom_3,living,entry,entry,bedroom_1,living,kitchen,living,kitchen,kitchen,kitchen,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,living,bedroom_1,living,bedroom_1,living,bedroom_1,living,kitchen,living,bedroom_1,living,kitchen
27300,d18 Fri 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27360,d19 Sat 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27420,d19 Sat 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27480,d19 Sat 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27540,d19 Sat 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27600,d19 Sat 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27660,d19 Sat 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27720,d19 Sat 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27780,d19 Sat 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27840,d19 Sat 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27900,d19 Sat 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
27960,d19 Sat 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28020,d19 Sat 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28080,d19 Sat 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28140,d19 Sat 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28200,d19 Sat 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,kitchen,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28260,d19 Sat 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,living,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28320,d19 Sat 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,living,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28380,d19 Sat 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,bedroom_1,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,living,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28440,d19 Sat 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,living,bedroom_2,bedroom_1,entry,bedroom_1,kitchen,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,living,bedroom_2,bedroom_1,living,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28500,d19 Sat 19:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,living,living,bedroom_2,bedroom_1,entry,bedroom_1,living,bedroom_3,living,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,living,living,bedroom_1,living,bedroom_1,living,bedroom_3,living,bedroom_1,living,bedroom_3
28560,d19 Sat 20:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,living,living,bedroom_2,bedroom_1,entry,bedroom_1,living,living,living,bedroom_1,kitchen,living,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,living,living,bedroom_1,living,bedroom_1,living,living,living,bedroom_1,living,living
28620,d19 Sat 21:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,living,living,bedroom_2,bedroom_1,entry,bedroom_1,living,living,living,bedroom_1,kitchen,living,living,living,bedroom_1,living,entry,entry,kitchen,entry,entry,entry,living,living,bedroom_1,living,bedroom_1,living,living,living,bedroom_1,living,living
28680,d19 Sat 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
28740,d19 Sat 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living
28800,d20 Sun 00:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28860,d20 Sun 01:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28920,d20 Sun 02:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
28980,d20 Sun 03:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29040,d20 Sun 04:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29100,d20 Sun 05:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29160,d20 Sun 06:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29220,d20 Sun 07:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29280,d20 Sun 08:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29340,d20 Sun 09:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29400,d20 Sun 10:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29460,d20 Sun 11:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29520,d20 Sun 12:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29580,d20 Sun 13:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29640,d20 Sun 14:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29700,d20 Sun 15:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29760,d20 Sun 16:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29820,d20 Sun 17:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29880,d20 Sun 18:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_1,kitchen,bedroom_3,bedroom_2,entry,entry,bedroom_1,kitchen,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,kitchen,entry,entry,entry,entry,entry,entry,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3
29940,d20 Sun 19:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,living,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,bedroom_1,living,bedroom_1,living,bedroom_1,living,bedroom_3,living,bedroom_1,living,bedroom_3
30000,d20 Sun 20:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,living,bedroom_3,bedroom_2,entry,entry,bedroom_1,living,bedroom_3,bedroom_2,bedroom_1,kitchen,bedroom_3,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,bedroom_1,living,bedroom_1,living,bedroom_1,living,bedroom_3,living,bedroom_1,living,bedroom_3
30060,d20 Sun 21:00,kitchen,living,kitchen,kitchen,bedroom_1,living,bedroom_1,living,living,bedroom_2,entry,entry,bedroom_1,living,living,bedroom_2,bedroom_1,kitchen,living,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,bedroom_1,living,bedroom_1,living,bedroom_1,living,living,living,bedroom_1,living,living
30120,d20 Sun 22:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,outside,living,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,living,living,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,living,living,bedroom_1,kitchen,living
30180,d20 Sun 23:00,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,outside,living,living,bedroom_2,entry,entry,bedroom_1,bedroom_2,living,bedroom_2,bedroom_1,living,living,living,living,bedroom_1,living,entry,entry,entry,entry,entry,entry,living,bedroom_2,kitchen,living,bedroom_1,kitchen,living,living,bedroom_1,kitchen,living
