t,stamp,mug_1,mug_2,laptop_alex,laptop_bella,laptop_chad,laptop_dana,phone_alex,phone_bella,phone_chad,phone_dana,keys_alex,keys_bella,keys_chad,keys_dana,wallet_alex,wallet_bella,wallet_chad,wallet_dana,book_alex,book_bella,book_chad,book_dana,water_bottle_alex,water_bottle_bella,water_bottle_chad,water_bottle_dana,remote_1,charger_alex,charger_bella,charger_chad,charger_dana,backpack_alex,backpack_bella,backpack_chad,backpack_dana,jacket_alex,jacket_bella,jacket_chad,jacket_dana,headphones_bella,headphones_chad,glasses_alex,glasses_dana,notebook_bella,notebook_dana,pen_1,pen_2,medication_bottle_alex,toy_chad,blanket_1,towel_1,towel_2,gaming_controller_chad,dog_leash_none,lunchbox_alex,lunchbox_dana,umbrella_dana,laundry_basket_1,laundry_basket_2,vacuum_cleaner_1
18360,d12 Sat 18:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,entry,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
18420,d12 Sat 19:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
18480,d12 Sat 20:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
18540,d12 Sat 21:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,living,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
18600,d12 Sat 22:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_3,living,living,bedroom_3,bedroom_3,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
18660,d12 Sat 23:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
18720,d13 Sun 00:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
18780,d13 Sun 01:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
18840,d13 Sun 02:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
18900,d13 Sun 03:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
18960,d13 Sun 04:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19020,d13 Sun 05:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19080,d13 Sun 06:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,bedroom_2,living,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19140,d13 Sun 07:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,kitchen,bedroom_4,kitchen,bedroom_4,bedroom_1,living,bedroom_1,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19200,d13 Sun 08:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,kitchen,bedroom_4,bedroom_2,bedroom_4,bedroom_1,living,bedroom_1,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19260,d13 Sun 09:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,kitchen,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,kitchen,bedroom_4,bedroom_2,bedroom_4,bedroom_1,living,bedroom_1,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19320,d13 Sun 10:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,kitchen,bedroom_2,bedroom_3,bedroom_4,living,bedroom_2,bedroom_2,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,bedroom_3,bedroom_1,bedroom_4,kitchen,bedroom_4,bedroom_2,bedroom_4,bedroom_2,living,bedroom_1,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19380,d13 Sun 11:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,living,bedroom_4,outside,kitchen,kitchen,entry,outside,bedroom_2,kitchen,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,living,bedroom_3,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,outside,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_3,living,living,bathroom,bathroom,bedroom_3,entry,outside,kitchen,entry,living,living,living
19440,d13 Sun 12:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,kitchen,entry,outside,bedroom_2,kitchen,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,outside,bedroom_2,bedroom_3,bedroom_4,outside,kitchen,kitchen,bedroom_4,bedroom_2,bathroom,outside,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,kitchen,entry,living,living,living
19500,d13 Sun 13:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,kitchen,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,living,entry
19560,d13 Sun 14:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,kitchen,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,living,entry
19620,d13 Sun 15:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,outside,bedroom_1,bedroom_2,bedroom_3,outside,entry,kitchen,kitchen,outside,bedroom_1,bedroom_2,kitchen,outside,bedroom_1,bedroom_2,living,outside,bedroom_1,bedroom_2,living,outside,living,bedroom_1,kitchen,bedroom_3,outside,bedroom_1,entry,bedroom_3,outside,bedroom_1,kitchen,kitchen,outside,bedroom_2,living,bedroom_1,outside,bedroom_2,outside,bedroom_2,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,outside,outside,entry,living,entry
19680,d13 Sun 16:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_2,living,bedroom_1,living,living,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,living,entry
19740,d13 Sun 17:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,living,bedroom_1,living,kitchen,bathroom,bathroom,living,entry,kitchen,kitchen,entry,entry,entry,entry
19800,d13 Sun 18:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,kitchen,kitchen,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,entry,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,kitchen,kitchen,bedroom_3,living,kitchen,kitchen,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19860,d13 Sun 19:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,kitchen,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19920,d13 Sun 20:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,kitchen,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_1,bedroom_3,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
19980,d13 Sun 21:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_4,kitchen,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_1,bedroom_4,bedroom_3,living,bedroom_4,bedroom_4,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
20040,d13 Sun 22:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,living,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,living,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,living,living,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,bedroom_3,living,bedroom_1,bedroom_1,living,entry,kitchen,kitchen,entry,entry,entry,entry
20100,d13 Sun 23:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
20160,d14 Mon 00:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
20220,d14 Mon 01:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
20280,d14 Mon 02:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
20340,d14 Mon 03:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
20400,d14 Mon 04:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
20460,d14 Mon 05:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
20520,d14 Mon 06:00,kitchen,kitchen,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,living,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,kitchen,kitchen,entry,entry,entry,entry
20580,d14 Mon 07:00,bedroom_1,bedroom_1,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,entry,kitchen,kitchen,entry,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_1,bedroom_1,kitchen,bedroom_3,bedroom_4,bedroom_1,entry,bedroom_3,bedroom_4,bedroom_1,kitchen,kitchen,bedroom_4,bedroom_2,bedroom_3,bedroom_1,bedroom_4,bedroom_2,bedroom_4,bedroom_1,bedroom_1,bedroom_1,living,bedroom_1,bedroom_1,bedroom_1,bedroom_3,entry,kitchen,kitchen,entry,bedroom_1,bedroom_1,bedroom_1
20640,d14 Mon 08:00,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,outside,outside,kitchen,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,bedroom_3,outside,living,bedroom_1,bedroom_2,bedroom_3,outside,outside,entry,bedroom_3,outside,outside,kitchen,kitchen,outside,bedroom_2,bedroom_3,outside,outside,bedroom_2,outside,kitchen,bedroom_4,bedroom_1,living,living,bathroom,bathroom,bedroom_3,entry,outside,outside,outside,entry,entry,entry
