t,stamp,laptop_elena,phone_elena,keys_elena,wallet_elena,backpack_elena,charger_elena,notebook_elena,pen_elena,water_bottle_elena,mug_elena,book_elena,glasses_elena,jacket_elena,lunchbox_elena,hairbrush_elena,makeup_kit_elena,yoga_mat_elena,phone_marcus,keys_marcus,wallet_marcus,backpack_marcus,water_bottle_marcus,jacket_marcus,mug_marcus,charger_marcus,headphones_marcus,lunchbox_marcus,umbrella_marcus,medication_bottle_marcus,remote_shared,blanket_shared,plate_shared_1,plate_shared_2,bowl_shared_1,pot_shared_1,pan_shared_1,towel_shared_1,laundry_basket_shared,vacuum_cleaner_shared,watering_can_shared,suitcase_shared
24480,d17 Thu 00:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24540,d17 Thu 01:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24600,d17 Thu 02:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24660,d17 Thu 03:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24720,d17 Thu 04:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24780,d17 Thu 05:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24840,d17 Thu 06:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,living,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24900,d17 Thu 07:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
24960,d17 Thu 08:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25020,d17 Thu 09:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25080,d17 Thu 10:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25140,d17 Thu 11:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25200,d17 Thu 12:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25260,d17 Thu 13:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25320,d17 Thu 14:00,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,kitchen,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,outside,outside,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25380,d17 Thu 15:00,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,entry,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25440,d17 Thu 16:00,kitchen,kitchen,entry,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25500,d17 Thu 17:00,kitchen,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25560,d17 Thu 18:00,kitchen,kitchen,entry,entry,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25620,d17 Thu 19:00,bedroom_2,kitchen,entry,entry,entry,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,living,entry,kitchen,entry,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25680,d17 Thu 20:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,bathroom,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25740,d17 Thu 21:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25800,d17 Thu 22:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25860,d17 Thu 23:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25920,d18 Fri 00:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bathroom,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
25980,d18 Fri 01:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26040,d18 Fri 02:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26100,d18 Fri 03:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26160,d18 Fri 04:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26220,d18 Fri 05:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26280,d18 Fri 06:00,bedroom_2,kitchen,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,kitchen,bathroom,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26340,d18 Fri 07:00,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,living,bedroom_1,outside,outside,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26400,d18 Fri 08:00,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,kitchen,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26460,d18 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,kitchen,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26520,d18 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,kitchen,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26580,d18 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,kitchen,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26640,d18 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,kitchen,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26700,d18 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,kitchen,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26760,d18 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,outside,kitchen,outside,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26820,d18 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,bedroom_1,entry,entry,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26880,d18 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,bedroom_1,outside,outside,bedroom_1,outside,outside,bedroom_1,entry,entry,entry,kitchen,entry,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
26940,d18 Fri 17:00,bedroom_2,bedroom_1,entry,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27000,d18 Fri 18:00,bedroom_2,bedroom_1,entry,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27060,d18 Fri 19:00,bedroom_2,bedroom_1,entry,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27120,d18 Fri 20:00,bedroom_2,bedroom_1,entry,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,living,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27180,d18 Fri 21:00,bedroom_2,bedroom_1,entry,bathroom,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,bathroom,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27240,d18 Fri 22:00,bedroom_2,bedroom_1,entry,bathroom,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,bathroom,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27300,d18 Fri 23:00,bedroom_2,bedroom_1,entry,bathroom,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,bathroom,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27360,d19 Sat 00:00,bedroom_2,bedroom_1,entry,bathroom,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27420,d19 Sat 01:00,bedroom_2,bedroom_1,entry,bedroom_1,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27480,d19 Sat 02:00,bedroom_2,bedroom_1,entry,bedroom_1,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27540,d19 Sat 03:00,bedroom_2,bedroom_1,entry,bedroom_1,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27600,d19 Sat 04:00,bedroom_2,bedroom_1,entry,bedroom_1,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27660,d19 Sat 05:00,bedroom_2,bedroom_1,entry,bedroom_1,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,kitchen,living,bedroom_1,kitchen,bedroom_1,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27720,d19 Sat 06:00,bedroom_2,bedroom_1,entry,kitchen,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,living,entry,entry,entry,kitchen,kitchen,living,living,bedroom_1,kitchen,bedroom_1,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27780,d19 Sat 07:00,bedroom_2,bedroom_1,entry,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27840,d19 Sat 08:00,bedroom_2,bedroom_1,entry,living,entry,bedroom_2,bedroom_2,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_2,outside,outside,outside,outside,outside,outside,kitchen,living,outside,outside,outside,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27900,d19 Sat 09:00,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,bedroom_1,bedroom_1,outside,outside,bedroom_1,outside,outside,entry,entry,entry,entry,kitchen,entry,kitchen,living,bedroom_1,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
27960,d19 Sat 10:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,entry,kitchen,living,bedroom_1,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
28020,d19 Sat 11:00,bedroom_2,bedroom_1,entry,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,entry,kitchen,bedroom_1,bedroom_1,bedroom_2,entry,entry,entry,entry,kitchen,entry,kitchen,living,bedroom_1,kitchen,entry,bedroom_1,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,bathroom,bedroom_2,bedroom_2,bedroom_2,bedroom_2
