t,stamp,phone_dana,keys_dana,wallet_dana,lunchbox_dana,mug_dana,notebook_dana,pen_dana,book_dana,glasses_dana,jacket_dana,blanket_1,phone_maya,keys_maya,wallet_maya,laptop_maya,backpack_maya,mug_maya,headphones_maya,notebook_maya,makeup_kit_maya,hairbrush_maya,phone_eli,keys_eli,wallet_eli,backpack_eli,water_bottle_eli,lunchbox_eli,jacket_eli,gaming_controller_eli,headphones_eli,charger_1,remote_1,plate_1,plate_2,plate_3,bowl_1,bowl_2,pot_1,pan_1,laundry_basket_1,vacuum_cleaner_1,towel_1,towel_2
19080,d13 Sun 06:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19140,d13 Sun 07:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19200,d13 Sun 08:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,kitchen,entry,bedroom_3,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19260,d13 Sun 09:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,kitchen,entry,bedroom_3,entry,entry,kitchen,entry,living,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19320,d13 Sun 10:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,bedroom_2,entry,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bedroom_2,bedroom_2
19380,d13 Sun 11:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,bathroom,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
19440,d13 Sun 12:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,entry,entry,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19500,d13 Sun 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,kitchen,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bedroom_2,kitchen,living,kitchen,entry,entry,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19560,d13 Sun 14:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,living,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19620,d13 Sun 15:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,living,living,bedroom_2,entry,entry,bedroom_2,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,entry,entry,entry,kitchen,kitchen,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,bathroom
19680,d13 Sun 16:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19740,d13 Sun 17:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,living,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19800,d13 Sun 18:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,bedroom_3,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19860,d13 Sun 19:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19920,d13 Sun 20:00,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
19980,d13 Sun 21:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
20040,d13 Sun 22:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
20100,d13 Sun 23:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
20160,d14 Mon 00:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
20220,d14 Mon 01:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
20280,d14 Mon 02:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
20340,d14 Mon 03:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
20400,d14 Mon 04:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
20460,d14 Mon 05:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,kitchen,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
20520,d14 Mon 06:00,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,living,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_1,bathroom,kitchen,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
20580,d14 Mon 07:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_3,bedroom_3,bedroom_3,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
20640,d14 Mon 08:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,bedroom_3,kitchen,entry,kitchen,entry,kitchen,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
20700,d14 Mon 09:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
20760,d14 Mon 10:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
20820,d14 Mon 11:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
20880,d14 Mon 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
20940,d14 Mon 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21000,d14 Mon 14:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21060,d14 Mon 15:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21120,d14 Mon 16:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21180,d14 Mon 17:00,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,kitchen,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,outside,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21240,d14 Mon 18:00,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,living,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21300,d14 Mon 19:00,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,kitchen,bedroom_2,entry,kitchen,kitchen,kitchen,kitchen,bedroom_2,bathroom,bedroom_2,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21360,d14 Mon 20:00,entry,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bathroom,entry,living,bedroom_2,bedroom_2,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bedroom_2,living,entry,entry,kitchen,kitchen,kitchen,entry,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21420,d14 Mon 21:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,entry,entry,kitchen,kitchen,kitchen,entry,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21480,d14 Mon 22:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21540,d14 Mon 23:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21600,d15 Tue 00:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21660,d15 Tue 01:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21720,d15 Tue 02:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21780,d15 Tue 03:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21840,d15 Tue 04:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21900,d15 Tue 05:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,entry,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,kitchen,living,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bedroom_3
21960,d15 Tue 06:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,kitchen,bathroom,bedroom_3,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22020,d15 Tue 07:00,bedroom_1,entry,bedroom_1,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,living,bedroom_2,kitchen,kitchen,bedroom_2,kitchen,kitchen,bedroom_2,bedroom_2,bathroom,bathroom,bedroom_3,entry,entry,kitchen,kitchen,kitchen,kitchen,living,kitchen,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22080,d15 Tue 08:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22140,d15 Tue 09:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22200,d15 Tue 10:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22260,d15 Tue 11:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22320,d15 Tue 12:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22380,d15 Tue 13:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22440,d15 Tue 14:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22500,d15 Tue 15:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,bedroom_1,outside,living,outside,outside,outside,outside,outside,kitchen,outside,outside,bedroom_2,bathroom,outside,outside,outside,outside,outside,outside,outside,outside,outside,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
22560,d15 Tue 16:00,outside,outside,outside,outside,kitchen,kitchen,kitchen,living,kitchen,outside,living,bedroom_2,entry,entry,kitchen,kitchen,kitchen,bedroom_2,kitchen,bedroom_2,bathroom,bedroom_3,entry,bedroom_3,entry,entry,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_3,entry,bathroom,bathroom
