t,stamp,laptop_mara,phone_mara,keys_mara,wallet_mara,backpack_mara,lunchbox_mara,water_bottle_mara,mug_mara,notebook_mara,pen_mara,book_mara,glasses_mara,charger_mara,jacket_mara,yoga_mat_mara,phone_darren,keys_darren,wallet_darren,backpack_darren,lunchbox_darren,water_bottle_darren,jacket_darren,headphones_darren,book_darren,glasses_darren,charger_darren,gaming_controller_darren,mug_shared_1,bowl_shared_1,plate_shared_1,remote_shared_1,blanket_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,pot_shared_1,pan_shared_1,towel_shared_1
25620,d17 Thu 19:00,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25680,d17 Thu 20:00,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25740,d17 Thu 21:00,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,living,kitchen,entry,entry,kitchen,kitchen,kitchen,living,living,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25800,d17 Thu 22:00,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25860,d17 Thu 23:00,living,living,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25920,d18 Fri 00:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
25980,d18 Fri 01:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
26040,d18 Fri 02:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
26100,d18 Fri 03:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
26160,d18 Fri 04:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
26220,d18 Fri 05:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,kitchen
26280,d18 Fri 06:00,living,bedroom_1,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,bathroom
26340,d18 Fri 07:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26400,d18 Fri 08:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26460,d18 Fri 09:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26520,d18 Fri 10:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26580,d18 Fri 11:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26640,d18 Fri 12:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26700,d18 Fri 13:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26760,d18 Fri 14:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26820,d18 Fri 15:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26880,d18 Fri 16:00,outside,outside,outside,outside,outside,outside,outside,kitchen,entry,kitchen,outside,outside,outside,outside,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,kitchen,living,bedroom_1,entry,kitchen,kitchen,outside
26940,d18 Fri 17:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,entry,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,bathroom,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27000,d18 Fri 18:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,entry,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,kitchen,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27060,d18 Fri 19:00,living,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,entry,kitchen,bedroom_1,kitchen,entry,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,entry,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27120,d18 Fri 20:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27180,d18 Fri 21:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27240,d18 Fri 22:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27300,d18 Fri 23:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27360,d19 Sat 00:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27420,d19 Sat 01:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27480,d19 Sat 02:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27540,d19 Sat 03:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27600,d19 Sat 04:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27660,d19 Sat 05:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27720,d19 Sat 06:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27780,d19 Sat 07:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27840,d19 Sat 08:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27900,d19 Sat 09:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,kitchen,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
27960,d19 Sat 10:00,kitchen,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,bedroom_1,entry,bedroom_1,bathroom,bedroom_1,kitchen,living,living,entry,entry,entry,kitchen,kitchen,entry,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
28020,d19 Sat 11:00,kitchen,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,entry,outside,outside,bedroom_1,entry,living,outside,outside,entry,entry,kitchen,kitchen,entry,living,living,outside,living,living,kitchen,kitchen,kitchen,living,living,bedroom_1,entry,kitchen,kitchen,kitchen
28080,d19 Sat 12:00,kitchen,outside,outside,outside,outside,kitchen,kitchen,kitchen,outside,entry,outside,outside,bedroom_1,entry,entry,living,kitchen,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,entry,entry,kitchen,kitchen,kitchen
28140,d19 Sat 13:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,living,kitchen,kitchen,kitchen
28200,d19 Sat 14:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,entry,kitchen,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,entry,living,living,kitchen,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28260,d19 Sat 15:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28320,d19 Sat 16:00,kitchen,bedroom_1,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28380,d19 Sat 17:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28440,d19 Sat 18:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28500,d19 Sat 19:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28560,d19 Sat 20:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28620,d19 Sat 21:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28680,d19 Sat 22:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28740,d19 Sat 23:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28800,d20 Sun 00:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28860,d20 Sun 01:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28920,d20 Sun 02:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
28980,d20 Sun 03:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
29040,d20 Sun 04:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
29100,d20 Sun 05:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
29160,d20 Sun 06:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
29220,d20 Sun 07:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
29280,d20 Sun 08:00,kitchen,bedroom_1,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
29340,d20 Sun 09:00,kitchen,bathroom,entry,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,living,living,kitchen,entry,entry,kitchen,kitchen,bedroom_2,living,living,living,living,living,kitchen,kitchen,kitchen,living,living,bedroom_2,entry,kitchen,kitchen,kitchen
