t,stamp,phone_elias,keys_elias,wallet_elias,laptop_elias,charger_elias,backpack_elias,mug_elias,water_bottle_elias,notebook_elias,pen_elias,headphones_elias,jacket_elias,phone_priya,keys_priya,wallet_priya,backpack_priya,lunchbox_priya,water_bottle_priya,mug_priya,jacket_priya,yoga_mat_priya,hairbrush_priya,makeup_kit_priya,blanket_noa,water_bottle_noa,backpack_noa,toy_noa,book_noa,towel_noa,medication_bottle_noa,plate_shared_1,bowl_shared_1,pot_shared_1,pan_shared_1,remote_shared_1,tablet_shared_1,charger_shared_1,laundry_basket_shared_1,vacuum_cleaner_shared_1,umbrella_shared_1,suitcase_shared_1
24480,d17 Thu 00:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24540,d17 Thu 01:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24600,d17 Thu 02:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24660,d17 Thu 03:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24720,d17 Thu 04:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24780,d17 Thu 05:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,entry,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24840,d17 Thu 06:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,living,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24900,d17 Thu 07:00,kitchen,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,entry,bathroom,entry,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
24960,d17 Thu 08:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,bedroom_2,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25020,d17 Thu 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25080,d17 Thu 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25140,d17 Thu 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25200,d17 Thu 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25260,d17 Thu 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,kitchen,outside,outside,bathroom,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25320,d17 Thu 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,living,bathroom,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
25380,d17 Thu 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,kitchen,entry,kitchen,kitchen,kitchen,kitchen,entry,living,bathroom,entry,outside,outside,outside,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
25440,d17 Thu 16:00,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25500,d17 Thu 17:00,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,entry,bedroom_2,kitchen,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25560,d17 Thu 18:00,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25620,d17 Thu 19:00,bedroom_1,entry,entry,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25680,d17 Thu 20:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,living,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25740,d17 Thu 21:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25800,d17 Thu 22:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25860,d17 Thu 23:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25920,d18 Fri 00:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
25980,d18 Fri 01:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26040,d18 Fri 02:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26100,d18 Fri 03:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26160,d18 Fri 04:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26220,d18 Fri 05:00,bedroom_1,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,kitchen,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,kitchen,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26280,d18 Fri 06:00,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,bathroom,kitchen,entry,entry,kitchen,kitchen,kitchen,entry,living,bathroom,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26340,d18 Fri 07:00,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,outside,outside,bedroom_2,bedroom_2,bedroom_2,kitchen,entry,living,bedroom_2,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26400,d18 Fri 08:00,entry,entry,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,kitchen,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26460,d18 Fri 09:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26520,d18 Fri 10:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26580,d18 Fri 11:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26640,d18 Fri 12:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,outside,outside,outside,outside,outside,outside,living,outside,outside,kitchen,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26700,d18 Fri 13:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,entry,living,kitchen,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
26760,d18 Fri 14:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,entry,kitchen,kitchen,kitchen,kitchen,living,entry,living,kitchen,bathroom,outside,outside,outside,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,bedroom_1,living,bedroom_1,entry,bedroom_1
26820,d18 Fri 15:00,outside,outside,outside,outside,outside,outside,kitchen,outside,kitchen,kitchen,outside,outside,kitchen,entry,kitchen,entry,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,bedroom_2,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,entry,bedroom_1
26880,d18 Fri 16:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,kitchen,bathroom,living,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
26940,d18 Fri 17:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,bathroom,living,living,entry,living,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27000,d18 Fri 18:00,entry,kitchen,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,bathroom,living,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27060,d18 Fri 19:00,entry,bedroom_2,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,kitchen,living,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27120,d18 Fri 20:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,bathroom,bedroom_2,kitchen,entry,kitchen,bedroom_1,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27180,d18 Fri 21:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27240,d18 Fri 22:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27300,d18 Fri 23:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27360,d19 Sat 00:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27420,d19 Sat 01:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27480,d19 Sat 02:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27540,d19 Sat 03:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27600,d19 Sat 04:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27660,d19 Sat 05:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,living,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27720,d19 Sat 06:00,entry,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,kitchen,kitchen,kitchen,living,kitchen,kitchen,kitchen,entry,bedroom_1,living,bedroom_1,entry,bedroom_1
27780,d19 Sat 07:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,kitchen,bedroom_2,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1
27840,d19 Sat 08:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,bedroom_2,kitchen,entry,living,bedroom_2,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1
27900,d19 Sat 09:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,living,kitchen,entry,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,living,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1
27960,d19 Sat 10:00,kitchen,bedroom_1,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,bathroom,kitchen,living,kitchen,entry,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1
28020,d19 Sat 11:00,entry,entry,bedroom_1,bedroom_1,bedroom_1,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,entry,kitchen,entry,entry,entry,kitchen,kitchen,kitchen,kitchen,living,entry,entry,living,kitchen,entry,living,living,bathroom,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,kitchen,bedroom_1,bedroom_1,bedroom_1,entry,bedroom_1
